matchStatus	name	matchedBuffIds	matchedOfficialTechnicIds	parsedStats	unparsedNotes	equipmentNames	info	sourcePage	sourceFile
matched	天女の加護	technic-13286	13286	MP自然回復/分75/min		天女のドレス	魔法ダメージを25%軽減して、MPの自然回復が上昇する ※WarAgeでは効果がない 1分間にMPが75.0回復する(1フレーム当たり0.02)	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	天女の力	technic-13285	13285	魔力%3%		天女のウィッグ	魔力とジャンプ力が増加して、落下速度と落下ダメージが低下する ※WarAgeでは効果がない 魔力+3%、ジャンプ力1.71倍、落下速度25%減少、落下ダメージ25%軽減	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	天の加護	technic-5881	5881		数値効果を自動抽出できませんでした	天の羽衣 / 七夕のかんざし / 織姫の星空リボン	不思議な力で物理ダメージや魔法ダメージを少しだけ軽減する ※WarAgeでは効果がない（150113仕様変更） キラキラエフェクトが発生し、全属性抵抗+10 物理ダメージを5%カットする、魔法ダメージを割合軽減する効果はない	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	道化の極意	technic-7302	7302		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ピエロ マスク / ジョイント ドール パンツ	物まねのディレイが大幅に減少する 物まねスキルのディレイ-20% ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	盗剣士	technic-10683	10683		数値効果を自動抽出できませんでした	にゃん太 なりきり装備セット	戦闘技術の効果が上昇する ※WarAgeでは効果がない 戦闘技術テクニックの効果がスキル+10相当される 戦闘技術効果アップの併用関係は アイテム/追加効果/併用#戦闘技術 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	童子の加護	technic-7300	7300		数値効果を自動抽出できませんでした	座敷童子	見た者には幸運を与える座敷童子の力により一定時間毎にSTが少しづつ回復する 約23秒毎にSTが14回復する	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	投擲の心得	technic-9603	9603		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	忍装束	投げ技のディレイが短縮されて、一部の投げ技の効果が上昇する ※WarAgeでは効果がない ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	Total Protection Service	technic-3875	3875		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	マカフィー シールド	複合技「Total Protection」の前提条件。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	東方不敗	technic-11368	11368		数値効果を自動抽出できませんでした	異国の上衣 / 異国の下衣 / 異国の靴	攻撃が3%上昇して、物理攻撃を15%軽減する ※WarAgeでは効果がない	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ドール ポーズ	technic-13339	13339		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ドール パッケージ	フィギュアのようなポーズ ※モーション中は敵に襲われにくくなる 体のサイズが50%になる サイズ変更の併用に関しては アイテム/追加効果/検証#サイズ変更について を参照 モンスターの友好度を変更する → 【特記事項】友好度調査についてはこちら	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ドキドキ ハート	technic-5813	5813		数値効果を自動抽出できませんでした	ブルーハート ペンダント	- 装備している青い半透明のハートが鼓動するようなエフェクトが付く。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	時の管理者	technic-10252	10252	魔法ディレイ%-15% / 魔法ディレイ-1	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	機械仕掛けのフクロウ	最大MPが上昇し、魔法のキャスト時間が短縮されるが、消費MPが増加する ※WarAgeでは効果がない 最大MPと消費MPがそれぞれ10%増加する 詠唱速度・魔法ディレイ-15% ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	時の審判者	technic-9381	9381	魔法ディレイ%-15% / 魔法ディレイ-1	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	クロノスウォード / 時の精霊 / ギア サークル	時を操り呪文の詠唱速度を上昇させる ※詠唱速度は他の効果と重複しない ※WarAgeでは効果が無い 詠唱速度・魔法ディレイ-15% ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照 ※詠唱時間の算出方法は スキル/熟練(魔法) を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	時の歯車	technic-13432	13432	魔力%3% / 魔法ディレイ%-20% / 魔法ディレイ-2	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	マジカルギア ブレスレット	魔力と魔法の詠唱速度が上昇し、専用技『 タイム エクステンション 』が使用可能になる ※詠唱速度は他の効果が重複しない ※WarAgeでは効果がない ※WarAgeでは効果がない 魔力+3%、詠唱速度・魔法ディレイ-20% ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
multiple	時の魔法	technic-11760,technic-11959	11760,11959	魔法ディレイ%-20% / 魔法ディレイ-2 / HP自然回復/分56/min / ST自然回復/分56/min / MP自然回復/分56/min	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	魔結晶の砂時計	時を操る力で魔法の詠唱速度と自然回復速度が上昇する ※詠唱速度は他の効果と重複しない ※WarAgeでは効果がない 1分間にHP/ST/MPが56回復する。 詠唱速度・魔法ディレイ-20% ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
multiple	時の魔法(左)	technic-11760,technic-11959	11760,11959		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	魔結晶の砂時計(左)	持ち手が違うことによるモーションが異なる以外上記と差異なし	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	土偶の加護	technic-8641	8641	地属性:属性ダメージ%3%		土偶さん	土偶の不思議な力により、与えたダメージの3%分MPを回復する ※WarAgeでは効果が無い 耐地属性を30%上昇させる隠し効果あり ※ダメージを与えると回復する効果はHPSTMPなどの種類不問で最古の1個のみ有効	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	毒蠍の尾	technic-9531	9531		数値効果を自動抽出できませんでした	毒蠍の尾	通常攻撃HIT時に毒蠍の尾で攻撃する ※WarAgeでは効果が無い	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	トゲトゲ パワー	technic-11216	11216		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	とげとげ鉄球	トゲトゲで攻撃力が5上昇する ※WarAgeでは効果がない 専用技『 トゲトゲ チャージ 』が使用可能になる ※秘伝の書[ トゲトゲ チャージ ]を入手するには『 とげとげ鉄球 』を装備した状態でメモリーズボックスを右クリックしてください。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ドッグファイト	technic-6781	6781	速度15		ドワーヴン ファイター 零式	ドワーヴン ファイターに乗り込むことで技の使用ができないが、高速移動が可能になる ※WarAgeでは効果がない 移動速度+15、テク使用不可	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	土遁の術	technic-6594	6594		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	忍びの竹筒	専用技『地中潜行』が使用可能になる 複合技「地中潜行」の前提条件。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	怒髪衝天	technic-13178	13178		数値効果を自動抽出できませんでした	怒髪天ウィッグ	怒りによる興奮状態で攻撃力に依存するダメージが増加して、10未満のダメージを無効化する ※WarAgeでは効果がない 攻撃力が上昇するわけではなくダメージそのものが約10%増加する。 魔力やスキル依存の攻撃には効果がなく、採集にも効果がある 効果対象の詳細は 物理攻撃ダメージアップ を参照 物理攻撃ダメージアップ(物理与ダメージ増加バフ)の併用関係は アイテム/追加効果/併用2#物理攻撃ダメージアップ(物理与ダメージ増加バフ) を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ドライバー	technic-12775	12775		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ゴルフクラブ（ドライバー）	専用技『 ドライバーショット 』が使用可能になる	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ドライビング	technic-7470	7470	速度15 / 速度35	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	レーシング カート	特定の技以外使用できなくなるが、移動速度を大幅に上昇させる ※WarAgeでは移動速度上昇の効果はない 移動速度 +15.0、待機・移動モーションがレーシングカートに搭乗した状態となる 原則テク不可、専用テク「 フル スロットル 」のみ使用可能 専用テクで更に移動速度 +35.0 傾斜に対して垂直に立つ事が可能	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	囚われのお姫様キブン♪	technic-6086	6086		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	囚われの鳥籠	素敵な王子様が助けてくれるのをじっと待つという一度は憧れるシチュエーション ※ＨＰ自然回復速度が上昇する 待機モーションが種族・性別により若干異なる	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	トランスフォーム・タイタン！	technic-11759	11759	速度20	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ノア タイタン バイク	専用技『 フル スロットル 』が使用可能になる 移動速度+20	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	鳥になりたい	technic-9511	9511		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	メカニカル ウイング アーム / ウイング ロング スリーブ / バード ウイング アーム	大空を自由に飛ぶ鳥に私はなりたい 専用技『 ファルコン グライディング 』が使用できる ※WarAgeでは効果が無い 複合技「 ファルコン グライディング 」の前提条件	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ドルフィンGO!	technic-9454	9454	速度15 / 速度20	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	イルカの浮き輪	イルカに跨るモーションに変化して移動速度と水中移動速度が上昇する ※WarAgeでは効果が無い 移動速度+15、水中移動速度+20、テク不可	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	トレジャー チェアー	technic-7880	7880		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ひとつなぎの財宝 / 厄災の匣	宝箱に腰を掛ける 待機モーション変化、移動不可、テク不可	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	トロリーバッグ	technic-8252	8252	速度15	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	トロリー バッグ	トロリー バッグに乗って素早く移動することができる ※WarAgeでは効果が無い 移動速度 +15.0、待機モーション変化	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	鉱人道士 (ドワーフシャーマン)	technic-11462	11462	酩酊:スキル+10 / 破壊魔法:スキル+10	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	鉱人道士の髭	酩酊技のディレイが減少し、破壊魔法の効果が上昇する ※WarAgeでは効果がない 破壊魔法テクニックの効果がスキル+10相当される 破壊魔法効果アップの併用関係は アイテム/追加効果/併用#破壊魔法 を参照 ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	☆彡	technic-7804	7804	速度15	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	流れ星	流れ星にまたがって七色の尾をひきながら高速移動ができる ※WarAgeでは効果が無い 移動速度+15.0、待機・移動モーション変化、テク不可 ライト効果強(白)	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	仲良しフレンズ	technic-9456	9456		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ひなちゃんとぶたさんのパペット	パペットで小芝居を行う ※WarAgeでは効果が無い	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ナデナデ	technic-9661	9661		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	眠り猫	待機モーションが変化し、MPの自然回復量が上昇する ※WarAgeでは効果がない MP自然回復量114/min、移動・行動不可	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	七つ道具	technic-10566	10566		数値効果を自動抽出できませんでした	シークレット ツール ベルト	秘密道具を駆使することで様々な効果を得る （盗み成功率上昇、落下ダメージ軽減、落下速度軽減、アイテム使用ディレイ短縮、盗みスキルの効果上昇） ※WarAgeでは効果がない 落下ダメージ15%軽減 落下速度-15% アイテム使用ディレイ及びアイテム使用速度(包帯巻き速度など)-15% アイテム使用ディレイ短縮効果は1つのみ有効	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	生野菜おいしい	technic-2996	2996		数値効果を自動抽出できませんでした	ルナティック ラビット リング	野菜を生のまま食べても 腹痛にならない	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	なりきりチャーリー	technic-9468	9468	速度15	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	チャーリーの着ぐるみ	モーションが変化して移動速度が上昇する 専用技『 チャーリー フェスティバル 』が使用できる ※WarAgeでは効果が無い 移動速度+15.0、待機・移動モーション変化、他詳細求む	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	南国気分	technic-6471	6471		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	フラワー レイ	ダンスのディレイを短縮する 専用技『フラ ダンス』が使用可能になる 複合技「フラ ダンス」の前提条件。 ダンステクニックのディレイが15%短縮。 ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	和御魂の加護	technic-3564	3564		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	魂振装備+3	？ 1分間にHP/MPが約15、STが約10回復。 励起系（励起する魂、リラックス モード、不老治癒の鞘、和御魂の加護、天上の光）とは併用不可（和御魂の加護優先？） ※和御魂の読みは「ニギミタマ」	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	肉球スタンプ	technic-11162	11162	速度10		キャット パッド ブーツ	落下ダメージ軽減と移動速度が上昇し、移動の軌跡に肉球の足跡が表示される ※WarAgeでは効果がない 移動速度+10 落下ダメージ軽減25%	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	虹色の加護	technic-8127	8127		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	レインボー ウィッグ / フラッター フェザー リング / レインボー ツインテール	七種類の幸運が訪れるらしい ※WarAgeでは効果が無い ①スキル上昇率10%UP、 ②魔法反射3%（リフレクション系と併用不可(最新のもの優先)、味方のBuffは反射しない。物理も反射しない。）、 ③移動詠唱速度 +3%、④クリティカル率上昇10%、 ⑤詠唱継続率10%（同時点灯するがホールドと併用不可、最新のものが優先）⑥？、⑦？ ※スキル上昇率がアップするBuff効果は、アイテムやペットのものも含めて最 古 の1つのみしか適用されない。 クリティカル率併用関係は アイテム/追加効果/併用2#クリティカル率 を参照 ;	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	にゃん娘アタック	technic-9520	9520		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	にゃん娘 ウィッグ	メイン攻撃のモーションが変化する	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	忍者凧	technic-7304	7304		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	アサシン カイト	専用技『大凧の術』が使用可能になる	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	忍者走り	technic-5839	5839	速度5	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	暗殺者の首飾り	走りモーションが変化し、移動速度と跳躍力が少し上昇する ※WarAgeではモーション以外の効果が無い 走りモーションが忍者っぽくなる。 ジャンプ力1.71倍と移動速度が上昇する。 移動速度+5	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	猫の目	technic-10251	10251		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	スチームパンク キャットマスク	命中が10%上昇し、夜間は魔法の射程が大幅に増加する ※WarAgeでは効果がない 夜間のみ 魔法の射程+5.0(範囲魔法の効果範囲は変わらない) 魔法の射程増加バフは全て併用不可で最新の1個のみ適用される 魔法の射程増加バフに関して	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	猫又モード	technic-11835	11835	回避%3%		小猫 なりきりウィッグ カラー / 小猫 なりきりウィッグ	攻撃力と回避が上昇して、消費スタミナが減少する ※WarAgeでは効果がない 攻撃力/回避+3%、消費スタミナ10%軽減	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	熱気球	technic-8130	8130	速度-15	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	熱気球 / フィニュ気球	待機と移動モーションが変化し、移動速度が低下するが 専用テクニック『 コントロール バーナー 』で風船内の空気を温めて 高度を一時的に上げて空中を自由自在に移動できる 待機・移動モーション変化、移動速度-15.0 原則テク不可、専用テクのみ使用可能 専用テクで縦軸移動（高度上昇）尚、平行移動も可	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	寝袋効果	technic-6199	6199	速度-50		アナコンダの寝袋	ＨＰ自然回復量が少し増加する。 1分間にHPが約113回復 励起系（励起する魂、リラックス モード、不老治癒の鞘、和御魂の加護、天上の光）及び動きたくない魔力と併用可能 移動速度-50	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	眠り姫	technic-10375	10375		数値効果を自動抽出できませんでした	天蓋付きベッド	アロマの効果で敵を寄せ付けず、心地よい眠りが体を癒す ※WarAgeでは効果がない 1分間にHP187,ST112,MP112回復する モンスターの友好度を変更する → 【特記事項】友好度調査についてはこちら	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	念珠	technic-7633	7633		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	数珠の首飾り	数珠の力で魔法の詠唱速度が速くなる 他のキャスト短縮系と重複しない(効果が上書きされる) ※WerAgeでは効果が無い 詠唱時間-10% ディレイ-10% クイックタイムと違いラピキャスが優先されない（最新が反映される） ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ノアエナジー	technic-7578	7578		数値効果を自動抽出できませんでした	フォーヘッド ストーン	ノアストーンの力で魔力が3%上昇、消費MP軽減5%の効果が付与されるが、反動で徐々に肉体が蝕まれてHPが低下する ※WarAgeでは効果が無い 1分間のHP自然回復量が約42減少する	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ノアターボ	technic-11213	11213	速度75	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ノア スケートボード	ノアストーンの力を推進力に変換して高速移動が可能になるが、止まれない ※WarAgeでは効果がない テクニック発動可 強制移動速度+75 全体的な仕様は 滑走 を参照 滑走 と併用不可(常にノアターボが優先)	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ノア チャージ	technic-11530	11530		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ノアバスター アーム	大気中からエネルギーを吸収することでスタミナの自然回復量が増加する 専用技『 ノア バスター 』と『 ノアチャージ ショット 』が使用可能になる ※秘伝の書を入手するには『 ノアバスター アーム 』を装備した状態でメモリーズボックスを右クリックしてください。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ノアの光	technic-13177	13177	魔力%3% / MP自然回復/分75/min		ノア ランタン イヤリング	魔力とMPの自然回復量が上昇する ※WarAgeでは効果がない 魔力+3%、1分間にMPが75.0回復する(1フレーム当たり0.02)	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ノア フロート	technic-9839	9839		数値効果を自動抽出できませんでした	フローティング ショルダーウイング	落下速度が低下して、回避が3%上昇する ※WarAgeでは効果がない	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ノア ポッド	technic-12270	12270	速度20	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	フライング ノア ポッド	特定の技以外使用できなくなるが、移動速度が上昇し、落下速度が低下する 専用技 「 マナ キャノン 」 が使用可能になる ※WarAgeでは効果がない 専用以外のテクニック発動不可 移動速度+20、落下速度低下38%、風の加護(60%)と併用可能で併用でほぼ平行移動可能 ただし他人から見ると地面を走っているように見える	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ノア リアクター	technic-13125	13125		数値効果を自動抽出できませんでした	ノア リアクター	リアクターの効果で魔力の10%を攻撃力に変換し、筋力依存の効果と所持可能重量を増加させる ※WarAgeでは効果がない 最大所持重量+30 筋力テクニックの効果がスキル+20相当される 筋力効果アップの併用関係は アイテム/追加効果/併用#筋力 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ノスタルジック カメラ	technic-9892	9892		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ノスタルジック カメラ	専用技『 ゴースト ピクチャーズ 』が使用できる ※技書を入手するには『ノスタルジック カメラ』を装備した状態で、メモリーズボックスを右クリックしてください。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	パーソナル スペース	technic-5837	5837		数値効果を自動抽出できませんでした	ワンダフル ハウス	ＨＰ自然回復速度上昇効果あり 装備すると強制座り 移動不可	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ハート エフェクト	technic-4663	4663		数値効果を自動抽出できませんでした	ハート ペンダント / ハートのチョーカー / ハートふんどし	自分の周りに小さいハートが漂うエフェクトが付く。 公式チャンネルによる紹介動画	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ハードコア・パンク	technic-10435	10435	シャウト:スキル+20		クロップド タンクトップ / ロングスリーブ メッシュ シャツ / メイクアップ グローブ	シャウトの効果と攻撃力が上昇する ※WarAgeでは効果がない シャウトテクニックの効果がスキル+20相当される シャウト効果アップの併用関係は アイテム/追加効果/併用#シャウト を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ハーフ＆ハーフ	technic-9406	9406		数値効果を自動抽出できませんでした	ツートン セパレート ウィッグ / ツートンカラー ジャケット	攻撃力と魔力が3%上昇する ※WarAgeでは効果が無い	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ハーベスター	technic-12386	12386		数値効果を自動抽出できませんでした	ハーベスト チャーリー	収穫の命中率が上昇する	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ハーメルンの笛	technic-7649	7649		数値効果を自動抽出できませんでした	ハーメルンの笛	笛を吹きながら行進する 専用テクニック： マニピュレイト メロディ の前提バフ	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	ハーモニカ エフェクト	technic-3879	3879		数値効果を自動抽出できませんでした	ハーモニカ ホルダー	音符のエフェクトが表示される 自分の周りに黄緑色の音符が漂うエフェクトが付く。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	上森人 (ハイエルフ)	technic-11461	11461		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	妖精弓手 なりきり～	弓技のディレイが大幅に短縮されて、ジャンプ力と落下耐性が上昇する ※WarAgeでは効果がない 弓スキルのディレイ-15% ジャンプ力1.45倍 落下ダメージ軽減25% ジャンプ力及び落下耐性共に他の装備と併用可能 ※種別を特定するディレイ・詠唱短縮効果は最新の各1つのみ、また詠唱速度短縮は全体が優先で最新の１つのみ。 詳しくは アイテム/追加効果/検証 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	パイオニア	technic-10587	10587		数値効果を自動抽出できませんでした	リング オブ パイオニア	生産アクションゲージのスピードを減少させる ※ チャージ・属性付与、ミスリル製品の強化には効果がない 生産アクションゲージ速度-7 *1	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
matched	バイキング アンカー	technic-3551	3551		数値効果を自動抽出できませんでした	大きな錨	沈む速度が上昇する	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm
