enabled	verified	applyDefault	officialTechnicId	catalogId	name	conflictGroup	stackRule	attack	attackPct	magic	magicPct	speed	speedPct	dmgPct	extraAC	extraACPct	extraHP	extraHPPct	extraMP	extraMPPct	extraST	extraSTPct	extraMaxWeight	extraMaxWeightPct	extraHit	extraHitPct	extraAvoid	extraAvoidPct	extraAttackDelay	extraAttackDelayPct	extraMagicDelay	extraMagicDelayPct	extraFireRes	extraFireResPct	extraWaterRes	extraWaterResPct	extraEarthRes	extraEarthResPct	extraWindRes	extraWindResPct	extraNeutralRes	extraNeutralResPct	extraDamageReducePct	extraCritRatePct	extraBreath	extraHearing	extraSeeing	extraSmelling	extraFullness	extraThirst	extraSteal	extraLockpickingFail	extraFangAttack	extraFishingGaugeLength	extraFishingHitZone	extraSmithingGradeZone	extraSmithingGaugeSlip	extraSmithingHitZone	extraCarpentryGradeZone	extraCarpentryGaugeSlip	extraCarpentryHitZone	extraTailoringGradeZone	extraTailoringGaugeSlip	extraTailoringHitZone	extraDecorationGradeZone	extraDecorationGaugeSlip	extraDecorationHitZone	extraCookingGradeZone	extraCookingGaugeSlip	extraCookingHitZone	extraBrewingGradeZone	extraBrewingGaugeSlip	extraBrewingHitZone	extraAlchemyGradeZone	extraAlchemyGaugeSlip	extraAlchemyHitZone	extraReplicationGradeZone	extraReplicationGaugeSlip	extraReplicationHitZone	extraBeautyGaugeSlip	extraBeautyHitZone	hpRegenPerMinute	stRegenPerMinute	mpRegenPerMinute	stCostReducePct	mpCostReducePct	itemUseDelayPct	physicalDamageReducePct	physicalReflectPct	magicReflectPct	skillEffects	customEffects	memo	source	wikiName	matchStatus	matchedBuffIds	matchedOfficialTechnicIds	parsedStatsHint	unparsedNotes	equipmentNames	rawInfo	sourcePage	wikiId
			12623	technic-12623	妖精王唱 (フェアリー・アンセム)	technic-12623	same-technic																																																																																							wiki-manual	妖精王唱 (フェアリー・アンセム)	matched	technic-12623	12623		数値効果を自動抽出できませんでした	マグナ・アルヴス	魔法の威力と効果範囲が増加する ※WarAgeでは効果がない テクニックの効果範囲+1.5(射程とは別) 効果範囲アップの併用関係は アイテム/追加効果/併用2#効果範囲 を参照 魔力やスキル効果が上昇するわけではなくダメージそのものが約10%増加する。 効果対象の詳細は 魔法攻撃ダメージアップ を参照 魔法攻撃ダメージアップ(魔法与ダメージ増加バフ)の併用関係は アイテム/追加効果/併用2#魔法攻撃ダメージアップ(魔法与ダメージ増加バフ) を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:214
			9221	technic-9221	フェアリー ヒール	technic-9221	same-technic																																																																																							wiki-manual	フェアリー ヒール	matched	technic-9221	9221		数値効果を自動抽出できませんでした	妖精さん	HPとSTを同時に回復する 15秒毎に、HP/STを12回復	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:215
			11384	technic-11384	フェンネの加護	technic-11384	same-technic												1;-1	10;-10																																																																										wiki-manual	フェンネの加護	matched	technic-11384	11384	MP%:10% / MP%:-10% / MP:1 / MP:-1		知恵の輪ネックレス	知恵の神フェンネの加護を受けることで最大MPが増加し、MPの消費量が低下する ※WarAgeでは効果がない 最大MP+10%、消費MP-10%	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:216
			4825	technic-4825	プカプカ	technic-4825	same-technic																																																																																							wiki-manual	プカプカ	matched	technic-4825	4825		数値効果を自動抽出できませんでした	浮き輪 / カッシーの浮き輪	水面に浮くことができる 徐々に水面へ上昇していく。(潜る場合、ある程度の水泳スキルが必要) バイキング アンカーと併用可能だが、浮力の方が強い。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:217
			13122	technic-13122	不屈の魂	technic-13122	same-technic																																																																																							wiki-manual	不屈の魂	matched	technic-13122	13122		数値効果を自動抽出できませんでした	漢の長ラン A / 漢の長ラン B / レイルロード コート	BUFF点灯中に即死ダメージを受けてもギリギリで耐えることができる ※効果発動時にBUFFが消えるか、一定時間で再点灯する ※装備を付け替えた場合は約8秒間点灯しない ※WarAgeでは効果がない	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:218
			9840	technic-9840	副腕	technic-9840	same-technic																																																																																							wiki-manual	副腕	matched	technic-9840	9840		数値効果を自動抽出できませんでした	セカンド アーム	通常攻撃の際に背中のアームが追加攻撃を行う	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:219
			8771	technic-8771	不死鳥の加護	technic-8771	same-technic																																																																																							wiki-manual	不死鳥の加護	matched	technic-8771	8771		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	不死鳥フェニックス / レイヴェル フェニックス テイル カラー / レイヴェル フェニックス テイル / フェニックスの宝玉 / 不死鳥の耳飾り	ダメージを受けた際に低確率で、一度だけ自動で完全復活することができる『 転生の炎 』が付与される ※WarAgeでは効果が無い 確率5%程度、効果時間5分。発動前の効果時間中にも判定は行われ再点灯（5分）する 効果時間内に死亡すると全回復した状態で復活する。 その際不死鳥装備が外れる。リボーンの全回復版	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:220
			9269	technic-9269	不死鳥の力	technic-9269	same-technic																																																																																							wiki-manual	不死鳥の力	matched	technic-9269	9269		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	フェニックス ヒーロー ウェア / フェニックス ヒーロー グローブ / フェニックス ヒーロー パンツ / フェニックス ヒーロー ブーツ / フェニックス ヒーロー マント / フェニックス ヒーロー テイル	ダメージを受けた際に低確率で、一度だけ 自動で完全復活することができる『転生の炎』が付与される 専用技『ファイアー バード』が使用可能になる 転生の炎の詳細は 不死鳥の加護 の方を参照 守護天使の加護とは併用不可	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:221
			10426	technic-10426	武士の魂	technic-10426	same-technic		3																				-10																																																																	wiki-manual	武士の魂	matched	technic-10426	10426	攻撃力%:3% / 攻撃ディレイ:-10	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	アルスリア ウェア（染色可） / アルスリア ガントレット（染色可） / アルスリア パンツ（染色可） / アルスリア ブーツ（染色可） / アルスリア ショルダーマント（染色可） / アルスリア レッグガード（染色可）	攻撃力が上昇し、攻撃ディレイが減少する ※WarAgeでは効果がない 攻撃力+3%、攻撃ディレイ-10 他のディレイ短縮効果と併用可能(ただし ミステリアス オーラ とは併用不可)	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:222
			7309	technic-7309	不死の肉体	technic-7309	same-technic																																																																																							wiki-manual	不死の肉体	matched	technic-7309	7309		数値効果を自動抽出できませんでした	マミー ローブ / スカルナイト ヘッド / スカルナイト メイル / スカルナイト クローク	HPの自然回復量が大幅に上昇するが、MPの自然回復量が大幅に低下する 1分間にHPが約183回復する。 説明文ではMPの自然回復量低下と書かれているが 実際はMPにスリップダメージ。 闇の加護にコンデ併用程度ではMPが減り続ける	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:223
			8451	technic-8451	武神の加護	technic-8451	same-technic																																																																																							wiki-manual	武神の加護	matched	technic-8451	8451		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	明神の肩守	ダメージを受けると一定確率で『 武神の怒り 』が発動して攻撃力が上昇する ※WarAgeでは効果が無い	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:224
			12866	technic-12866	武神流の極意	technic-12866	same-technic		3																																																																																					wiki-manual	武神流の極意	matched	technic-12866	12866	攻撃力%:3%	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	武神メアの羽織	攻撃力とクリティカル率が上昇して、移動モーションが変化する 特定のペット連れていた場合に特殊効果を得る ※特定ペットのHP自然回復速度上昇、自身にHP継続回復の効果 ※WarAgeでは効果がない 攻撃力+3%、クリティカル率上昇+15% クリティカル率併用関係は アイテム/追加効果/併用2#クリティカル率 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:225
			6675	technic-6675	武術の心得	technic-6675	same-technic																																																																																							wiki-manual	武術の心得	matched	technic-6675	6675		数値効果を自動抽出できませんでした	チャイナ ドレス / アームド チャイナ ドレス / ヒロイック ウィッグ	回避が上昇し、キックの攻撃力と命中が上昇する 回避が+3%される。 キックのダメージが10%程度上昇する。 テクニックごとに差が激しいため、ダメージでなくATKを補正していると思われる。命中率については要検証。 アシスティブデバイスと併用可能だが、こちらは追加魔法ダメージにも適用される。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:226
			9719	technic-9719	復活祭	technic-9719	same-technic																																																																																							wiki-manual	復活祭	matched	technic-9719	9719		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	イースター チャーリー / イースターエッグ ネスト	ダメージを受けた際に低確率で死亡時に復活する効果が付与される。 リボーンワンスと同じく「HP10」で復活するため過信は禁物、buffの点灯する確率は１～５%程度（要検証）	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:227
			2916	technic-2916	フック アタック	technic-2916	same-technic																																																																																							wiki-manual	フック アタック	matched	technic-2916	2916		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	鉤爪の義手	- アタックがhitした場合に限り、追撃が発動する。 追撃の威力・命中は、素手依存の物理攻撃。 ※素手(左手)によるステータス依存なので、Buffや左手ナックルの有無も影響 左手ナックル装備時は、左手ナックルを1回分消耗する。 銃や弓でも、追撃のレンジ内なら発動する。 モーションはバッシュのような感じで、弓矢hit時のSEが鳴る 追撃はモーションキャンセル不可。 ペネトレイト キック/神秘魔法のブレイド系とは併用不可。 (優先度は、ブレイド系＞ペネトレイト キック＞フック アタック)	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:228
			8264	technic-8264	フットワーク	technic-8264	same-technic																																																																																							wiki-manual	フットワーク	matched	technic-8264	8264		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	格闘家の首飾り	戦闘待機モーションが変化し、回避率が上がる ※WarAgeでは効果が無い 回避率 +10.0%、戦闘待機モーション変化	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:229
			1628	technic-1628	物理反射 Lv1	technic-1628	same-technic																																																																																							wiki-manual	物理反射 Lv1	matched	technic-1628	1628		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	未開生物の檻 / ローズ ブッシュ	受けたダメージの一部を常時反射させる 物理ダメージの5%程度を攻撃者に反射する。 ダメージ軽減は無し 100%発動一部反射は倍率の高いもの1つのみ有効 ※詳細は 反撃・反射・ダメージカットについて を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:230
			2573	technic-2573	物理反射 Lv2	technic-2573	same-technic																																																																																							wiki-manual	物理反射 Lv2	matched	technic-2573	2573		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ヘッジホッグ リュックサック	受けたダメージの一部を常時反射させる ※WarAgeでは効果がない 100%発動一部反射は倍率の高いもの1つのみ有効 ※詳細は 反撃・反射・ダメージカットについて を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:231
			13128	technic-13128	フューチャー テクノロジー	technic-13128	same-technic																																																																																							wiki-manual	フューチャー テクノロジー	matched	technic-13128	13128		数値効果を自動抽出できませんでした	サイバーパンク ウェア / サイバーパンク アームカバー / サイバーパンク パンツ / サイバーパンク シューズ	攻撃力、命中、回避、防御、各属性耐性が少しずつ上昇する ※WarAgeでは効果がない 攻撃力/命中/回避/防御+3%、各属性耐性+10% 王の器 と併用可	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:232
			5896	technic-5896	浮遊モード	technic-5896	same-technic																																																																																							wiki-manual	浮遊モード	matched	technic-5896	5896	速度:10	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ジャイロ エアボード	ジャイロ機能が付いた飛行ボード ※WarAgeでは効果が無い ※効果中はテクニックを使用することができません エアボードに乗り、少し宙に浮くモーションになる 待機中、一定時間毎にバク宙をする。 移動速度+10	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:233
			6470	technic-6470	浮遊霊	technic-6470	same-technic																																																																																							wiki-manual	浮遊霊	matched	technic-6470	6470		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	死者の三角形	待機モーションと移動モーションが変化する ※実際には浮遊していません 幽霊のような待機・移動モーションになる 看破Buff。(霊体のみ)	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:234
			10681	technic-10681	付与術師	technic-10681	same-technic																																																																																							wiki-manual	付与術師	matched	technic-10681	10681	スキル+:10(強化魔法)		シロエ なりきり～	強化魔法の効果が上昇する ※WarAgeでは効果がない 強化魔法テクニックの効果がスキル+10相当される 強化魔法効果アップの併用関係は アイテム/追加効果/併用#強化魔法 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:235
			10257	technic-10257	フライング リース	technic-10257	same-technic																																																																																							wiki-manual	フライング リース	matched	technic-10257	10257		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ビッグ クリスマス リース	モーションが変化し移動速度が上昇する ※WarAgeでは効果がない	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:236
			9472	technic-9472	ブラッティ エフェクト	technic-9472	same-technic																																																																																							wiki-manual	ブラッティ エフェクト	matched	technic-9472	9472		数値効果を自動抽出できませんでした	バンデージ ニーソックス シューズ	HPの自然回復量が増加し、足跡に血痕のようなエフェクトが表示される ※WarAgeでは効果が無い 1分間にHPが約42回復。 光の加護と併用可	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:237
			12821	technic-12821	フラワー ブレッシング	technic-12821	same-technic																																																																												56.25											wiki-manual	フラワー ブレッシング	matched	technic-12821	12821	ST自然回復/分:56.25/min	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	フラワー ビスチェ / フラワー パニエ / フラワー レースアップ シューズ	スタミナの自然回復量が増加して、与えたダメージの3%分のMPを回復する 専用技『 フラワー ガーデン 』が使用可能になる ※WarAgeでは効果がない 1分間にSTが56.25回復する ※ダメージを与えると回復する効果はHPSTMPなどの種類不問で最古の1個のみ有効	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:238
			8770	technic-8770	フラワーロード	technic-8770	same-technic																																																																																							wiki-manual	フラワーロード	matched	technic-8770	8770		数値効果を自動抽出できませんでした	ブルーム シューズ	通った道には美しい花が咲く	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:239
			12708	technic-12708	ブランコ	technic-12708	same-technic																																																																																							wiki-manual	ブランコ	matched	technic-12708	12708		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ツリー スイング	待機モーションがブランコに乗るモーションになる	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:240
			9127	technic-9127	プリティー エフェクト	technic-9127	same-technic																																																																																							wiki-manual	プリティー エフェクト	matched	technic-9127	9127		数値効果を自動抽出できませんでした	プリティー シューズ / スイーツ シューズ	歩く度に可愛らしいハートが出現する ジャンプ力が少しアップする ※WarAgeでは効果が無い ジャンプ力1.45倍	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:241
			11702	technic-11702	プリティ チャーリー	technic-11702	same-technic																																																																																							wiki-manual	プリティ チャーリー	matched	technic-11702	11702		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	チャーリー キャップ	普段見えないものが見えて、回避が上昇する 専用技『 チャーリー フェスティバル 』が使用可能になる ※WarAgeでは効果がない ※秘伝の書を入手するには『 チャーリー キャップ 』を装備した状態でメモリーズボックスを右クリックしてください。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:242
			8572	technic-8572	プリニークッション	technic-8572	same-technic																																																																																							wiki-manual	プリニークッション	matched	technic-8572	8572		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	プリニー クッション / プリニー クッション カラー	肌触りの良いふわふわプニプニのクッション ※HPとSTの自然回復量が上昇する ※WarAgeでは効果が無い 1分間にHP/STそれぞれ112回復 待機モーション変化、移動不可、テク不可	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:243
			10431	technic-10431	プリンセス ハート	technic-10431	same-technic				3																																																																																			wiki-manual	プリンセス ハート	matched	technic-10431	10431	魔力%:3%		プリンセス グラデ ウィッグ / プリンセス スカート / ハートライト ウィッグ / プリンセス ドレス / リボン オペラ グローブ / 姫カット ハーフツイン ウィッグ / プリンセス ショート ウィッグ	慈愛の心で魔力と回復魔法の効果が少し上昇する ※WarAgeでは効果がない 魔力+3%、回復魔法テクニックの効果がスキル値+10%程度上昇する 回復魔法効果アップの併用関係は アイテム/追加効果/併用#回復魔法 を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:244
			4562	technic-4562	不老治癒の鞘	technic-4562	same-technic																																																																																							wiki-manual	不老治癒の鞘	matched	technic-4562	4562		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	全て遠き理想郷	持ち主の自然回復力を上昇させる ※WarAgeでは効果が無い 1分間にHP/MP/STがそれぞれ約10回復。 励起系（励起する魂、リラックス モード、不老治癒の鞘、和御魂の加護、天上の光）とは併用不可	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:245
			12385	technic-12385	ブルーム ブースター	technic-12385	same-technic																																																																																							wiki-manual	ブルーム ブースター	matched	technic-12385	12385	速度:20		ブーケット ブルーム	移動時にエフェクトが表示されて、移動速度が上昇する ※WarAgeでは効果がない 移動速度+20、テクニック発動可能	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:246
			4635	technic-4635	ブルーローズ エフェクト	technic-4635	same-technic																																																																																							wiki-manual	ブルーローズ エフェクト	matched	technic-4635	4635		数値効果を自動抽出できませんでした	ロマンティック ブルーフラワー	自分の周りに青いバラの花びらが舞い落ちるエフェクトが付く。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:247
			8005	technic-8005	古き漆黒の粘体	technic-8005	same-technic																																																																																							wiki-manual	古き漆黒の粘体	matched	technic-8005	8005		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	肩乗りヘロヘロさん	触れたものに酸による反射ダメージを与える ※WarAgeでは効果がない 反射率 5%、ダメージ軽減5%ダメージカットは倍率の高いもの1つのみ有効 確率発動完全反射は併用可能 ※詳細は 反撃・反射・ダメージカットについて を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:248
			10155	technic-10155	ブル ライディング	technic-10155	same-technic																																																																																							wiki-manual	ブル ライディング	matched	technic-10155	10155	速度:15		ロデオバイソン	暴れ牛を華麗に乗りこなしながら移動する ※WarAgeでは効果がない 移動速度+15.0	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:249
			11210	technic-11210	フレグランス	technic-11210	same-technic																																																																																							wiki-manual	フレグランス	matched	technic-11210	11210		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	パーフェクト フレグランス	専用技『 フレグランス ストーム 』が使用できる	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:250
			922	technic-922	フロート Lv1	technic-922	same-technic																																																																																							wiki-manual	フロート Lv1	matched	technic-922	922		数値効果を自動抽出できませんでした	フォールマン ウイング / フォレストくん / おめかしフォレストくん / 森 三男 / フォレスティーナちゃん / アフロ	落下速度が軽減される効果 落下速度が遅くなる。 落下速度の軽減率はLv1で4%、Lv2で8%、Lv3で12%。 自然調和ムーン フォール、風の加護、やきいも等と併用することで効果を発揮する。 このBuff単独では殆ど効果がない。 落下ダメージを軽減する効果はない。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:251
			984	technic-984	フロート Lv2	technic-984	same-technic																																																																																							wiki-manual	フロート Lv2	matched	technic-984	984		数値効果を自動抽出できませんでした	スカイダイバー ウイング / レディバグ ウイング / チャーリー エンジェル / アブダクション アーム	落下速度が軽減される効果 落下速度が遅くなる。 落下速度の軽減率はLv1で4%、Lv2で8%、Lv3で12%。 自然調和ムーン フォール、風の加護、やきいも等と併用することで効果を発揮する。 このBuff単独では殆ど効果がない。 落下ダメージを軽減する効果はない。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:252
			985	technic-985	フロート Lv3	technic-985	same-technic																																																																																							wiki-manual	フロート Lv3	matched	technic-985	985		数値効果を自動抽出できませんでした	フォーリングロード ウイング	落下速度が軽減される効果 落下速度が遅くなる。 落下速度の軽減率はLv1で4%、Lv2で8%、Lv3で12%。 自然調和ムーン フォール、風の加護、やきいも等と併用することで効果を発揮する。 このBuff単独では殆ど効果がない。 落下ダメージを軽減する効果はない。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:253
			6891	technic-6891	フローティング モード	technic-6891	same-technic																																																																																							wiki-manual	フローティング モード	matched	technic-6891	6891		数値効果を自動抽出できませんでした	フライング シューズ	ノアストーンの力で重力を制御してジャンプ力と落下速度を軽減する ジャンプ力が1.71倍に上昇する 落下速度が軽減する	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:254
			8516	technic-8516	浮遊水晶	technic-8516	same-technic																																																																																							wiki-manual	浮遊水晶	matched	technic-8516	8516	速度:15	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	フォーチュン クリスタル	待機と移動モーションが変化し、移動速度が上昇する ※WarAgeでは効果が無い 移動速度+15.0	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:255
			11574	technic-11574	ふわもこクッション	technic-11574	same-technic																																																																																							wiki-manual	ふわもこクッション	matched	technic-11574	11574		数値効果を自動抽出できませんでした	ジャンボ シマエナガ クッション	あまりの気持ち良さに抱きつきたくなるクッション ※敵に襲われにくくなり、HP、ST、MPの自然回復量が上昇する ※WarAgeでは効果がない	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:256
			10047	technic-10047	兵隊サポート	technic-10047	same-technic																																																																																							wiki-manual	兵隊サポート	matched	technic-10047	10047		数値効果を自動抽出できませんでした	肩乗りトイソルジャー	狙うべきポイントのアドバイスを受けることで命中率が向上する ※WarAgeでは効果がない	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:257
			10891	technic-10891	ペインター	technic-10891	same-technic																																																																																							wiki-manual	ペインター	matched	technic-10891	10891		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ペイント ローラー	専用技 『 ペイント カラー(各色) 』 を使用できる ペイント カラー(黒) / ペイント カラー(赤) / ペイント カラー(緑) / ペイント カラー(青) の前提条件	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:258
			10689	technic-10689	ペインブラック	technic-10689	same-technic																																																																																							wiki-manual	ペインブラック	matched	technic-10689	10689		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	苦鳴を紡ぐもの	受けたダメージの一部を反射する ※WarAgeでは効果がない 物理ダメージを15%反射する 100%発動一部反射は倍率の高いもの1つのみ有効 ※詳細は 反撃・反射・ダメージカットについて を参照	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:259
			12619	technic-12619	炉の女神 (ヘスティア)	technic-12619	same-technic																																																																											56.25	56.25	56.25										wiki-manual	炉の女神 (ヘスティア)	matched	technic-12619	12619	HP自然回復/分:56.25/min / ST自然回復/分:56.25/min / MP自然回復/分:56.25/min	条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます	ヘスティア なりきり～ / 染色可能だけでなく不可にもBuff有	自然回復量が上昇して、スキル値の詳細とペットの経験値が表示される ※WarAgeでは効果がない 1分間にHP/ST/MPが56.25回復する。	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:260
			12656	technic-12656	ヘスティア・ナイフ	technic-12656	same-technic																																																																																							wiki-manual	ヘスティア・ナイフ	matched	technic-12656	12656		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ヘスティア・ナイフ	専用技『 アルゴ・ウエスタ 』が使用可能になる	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:261
			11767	technic-11767	ぺったんこ	technic-11767	same-technic																																																																																							wiki-manual	ぺったんこ	matched	technic-11767	11767		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ウサギの杵	通常攻撃は餅をつくモーションになる 通常攻撃と書いてあるが魔法でも餅をつく なんなら飲食モーションすら餅をつく	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:262
			1250	technic-1250	ペネトレイト キック	technic-1250	same-technic																																																																																							wiki-manual	ペネトレイト キック	matched	technic-1250	1250		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	ペネトレイティング シューズ	通常攻撃時にキックが発動する アタックがhitした場合に限り、追撃が発動する。 追撃の威力・命中は、キック依存の物理攻撃。 追撃のレンジは、サイド キックと同じ。(範囲外では発動しない) 銃や弓でも、追撃のレンジ内なら発動する。 モーションもサイド キックと同じで、弓矢hit時のSEが鳴る。 追撃はモーションキャンセル不可。 フック アタック/神秘魔法のブレイド系とは併用不可。 (優先度は、ブレイド系＞ペネトレイト キック＞フック アタック) カカシに対して、キック68で9～11ダメージ、キック100で19～21ダメージ	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:263
			11169	technic-11169	蛇帯	technic-11169	same-technic																																																																																							wiki-manual	蛇帯	matched	technic-11169	11169		条件・専用技・確率・競合など、数値だけでは扱えない説明を含みます / 数値効果を自動抽出できませんでした	蛇帯	蛇帯が物理攻撃を防いでダメージを軽減する 専用技『 蛇帯乱舞 』が使用可能になる ※WarAgeでは効果がない ※秘伝の書[ 蛇帯乱舞 ]を入手するには『 蛇帯 』を装備した状態でメモリーズボックスを右クリックしてください。 物理ダメージ15%軽減	アイテム/追加効果/常時発動2	MoE Wiki (main) - アイテム_追加効果_常時発動2(1).htm:264
